,Ticker,Fiscal Year,Report Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
187,ACCO,2023,2023-12-31,1832800000.0,-1234500000.0,598300000.0,-436900000.0,-393500000.0,-1046124105.7772971,-43400000.0,161400000.0,-57800000.0,-51500000.0,103600000.0,-116700000.0,-13100000.0,-8700000.0,-21800000,118022468.97815126,-21800000,-21800000
188,ACEL,2019,2019-12-31,428696000.0,-271533761.0,146688000.0,-139255061.0,-94861411.0,-1046124105.7772971,-26398000.0,13324508.0,-12860000.0,-12860000.0,-664786.0,-50016000.0,-31565000.0,-5199000.0,-5862056,118022468.97815126,-5849942,-5857179
189,ACEL,2020,2020-12-31,316352000.0,-211086000.0,105266000.0,-129945000.0,-77420000.0,-1046124105.7772971,-43577000.0,-24679000.0,-13707000.0,-13707000.0,-29975156.0,21058000.0,-17328000.0,16918000.0,-13003803,118022468.97815126,-12992045,-12999125
190,ACEL,2021,2021-12-31,734707000.0,-494032000.0,240675000.0,-170483000.0,-110818000.0,-1046124105.7772971,-46676000.0,70192000.0,-12702000.0,-12702000.0,46647828.0,-10914000.0,46576000.0,-15017000.0,31559000,118022468.97815126,31559000,31559000
191,ACEL,2022,2022-12-31,969797000.0,-670901000.0,298896000.0,-202041000.0,-145942000.0,-1046124105.7772971,-46779000.0,96855000.0,-21637000.0,-21637000.0,94935938.0,19544000.0,94762000.0,-20660000.0,74102000,118022468.97815126,74102000,74102000
192,ACEL,2023,2023-12-31,1170420000.0,-817195000.0,353225000.0,-245818000.0,-180248000.0,-1046124105.7772971,-59117000.0,107407000.0,-33144000.0,-33144000.0,65664878.0,-8539000.0,65724000.0,-20121000.0,45603000,118022468.97815126,45603000,45603000
197,ACET,2019,2019-12-31,995000.0,-5028782503.752925,2678659026.7719755,-32383000.0,-8692000.0,-23691000.0,-434363725.33045274,-31388000.0,3269000.0,938000.0,-28119000.0,-113345135.4520958,-28119000.0,-19000.0,-28138000,118022468.97815126,-28138000,-28138000
198,ACET,2020,2020-12-31,17903000.0,-5028782503.752925,2678659026.7719755,-57094000.0,-22760000.0,-34334000.0,-434363725.33045274,-39191000.0,-302000.0,651000.0,-39493000.0,-113345135.4520958,-39493000.0,2815000.0,-36678000,118022468.97815126,-36678000,-36678000
199,ACET,2021,2021-12-31,9730000.0,-5028782503.752925,2678659026.7719755,-71163000.0,-22220000.0,-48943000.0,-434363725.33045274,-61433000.0,-691000.0,-85000.0,-62124000.0,-113345135.4520958,-62124000.0,125000.0,-61999000,118022468.97815126,-61999000,-61999000
200,ACET,2022,2022-12-31,24990000.0,-5028782503.752925,2678659026.7719755,-97541000.0,-26295000.0,-71246000.0,-434363725.33045274,-72551000.0,2761000.0,3680000.0,-69790000.0,-113345135.4520958,-69790000.0,-150828726.78345707,-69790000,118022468.97815126,-69790000,-69790000
201,ACET,2023,2023-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-132576000.0,-26533000.0,-106043000.0,-434363725.33045274,-132576000.0,9380000.0,9953000.0,-123196000.0,-19462000.0,-142658000.0,-150828726.78345707,-142658000,118022468.97815126,-142658000,-142658000
202,ACHC,2019,2019-12-31,2008381000.0,-1346828000.0,661553000.0,-347459000.0,-915957802.0611697,-1046124105.7772971,-87923000.0,314094000.0,-187325000.0,-187325000.0,126769000.0,-48374000.0,78395000.0,-25085000.0,53310000,56812000.0,108923000,108923000
203,ACHC,2020,2020-12-31,2089929000.0,-1362252000.0,727677000.0,-362071000.0,-915957802.0611697,-1046124105.7772971,-95256000.0,365606000.0,-158105000.0,-158105000.0,207501000.0,-23704000.0,183797000.0,-40606000.0,143191000,-812390000.0,-672132000,-672132000
204,ACHC,2021,2021-12-31,2314394000.0,-1373025000.0,941369000.0,-526895000.0,-915957802.0611697,-1046124105.7772971,-106717000.0,414474000.0,-76993000.0,-76993000.0,337481000.0,-61721000.0,275760000.0,-67557000.0,208203000,-12641000.0,200489000,200489000
205,ACHC,2022,2022-12-31,2610399000.0,-1539096000.0,1071303000.0,-603608000.0,-915957802.0611697,-1046124105.7772971,-117769000.0,467695000.0,-69760000.0,-69760000.0,397935000.0,-23792000.0,374143000.0,-94110000.0,280033000,118022468.97815126,286927000,286927000
206,ACHC,2023,2023-12-31,2928738000.0,-1724874000.0,1203864000.0,-1085030000.0,-915957802.0611697,-1046124105.7772971,-132349000.0,118834000.0,-82125000.0,-82125000.0,36709000.0,-62069000.0,-25360000.0,9699000.0,-15661000,118022468.97815126,-9655000,-9655000
211,ACHV,2019,2019-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-16528000.0,-6854000.0,-9674000.0,-434363725.33045274,-16528000.0,133000.0,170000.0,-16395000.0,-113345135.4520958,-16395000.0,-150828726.78345707,-16395000,118022468.97815126,-16395000,-16395000
212,ACHV,2020,2020-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-14750000.0,-7868000.0,-6882000.0,-434363725.33045274,-14750000.0,20000.0,69000.0,-14730000.0,-113345135.4520958,-14730000.0,-150828726.78345707,-14730000,118022468.97815126,-14730000,-14730000
213,ACHV,2021,2021-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-33094000.0,-9128000.0,-23966000.0,-434363725.33045274,-33094000.0,-58000.0,17000.0,-33152000.0,-113345135.4520958,-33152000.0,-150828726.78345707,-33152000,118022468.97815126,-33152000,-33152000
214,ACHV,2022,2022-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-40800000.0,-10722000.0,-30078000.0,-434363725.33045274,-40800000.0,-1550000.0,-1590000.0,-42350000.0,-113345135.4520958,-42350000.0,-150828726.78345707,-42350000,118022468.97815126,-42350000,-42350000
215,ACHV,2023,2023-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-27250000.0,-11436000.0,-15814000.0,-434363725.33045274,-27250000.0,-2037000.0,-2028000.0,-29287000.0,-528000.0,-29815000.0,-150828726.78345707,-29815000,118022468.97815126,-29815000,-29815000
222,ACIW,2019,2019-12-31,1258294000.0,-617453000.0,640841000.0,-517085000.0,-258980000.0,-146573000.0,-111532000.0,123756000.0,-51546000.0,-52066000.0,72210000.0,-113345135.4520958,72210000.0,-5148000.0,67062000,118022468.97815126,67062000,67062000
223,ACIW,2020,2020-12-31,1294322000.0,-622459000.0,671863000.0,-527119000.0,-256035000.0,-139293000.0,-131791000.0,144744000.0,-46118000.0,-45002000.0,98626000.0,-113345135.4520958,98626000.0,-25966000.0,72660000,118022468.97815126,72660000,72660000
224,ACIW,2021,2021-12-31,1370598000.0,-638871000.0,731727000.0,-521830000.0,-250340000.0,-144310000.0,-127180000.0,209897000.0,-34832000.0,-33538000.0,175065000.0,-113345135.4520958,175065000.0,-47274000.0,127791000,118022468.97815126,127791000,127791000
225,ACIW,2022,2022-12-31,1421901000.0,-696071000.0,725830000.0,-521995000.0,-249006000.0,-146311000.0,-126678000.0,203835000.0,2800000.0,-40646000.0,206635000.0,-113345135.4520958,206635000.0,-64458000.0,142177000,118022468.97815126,142177000,142177000
226,ACIW,2023,2023-12-31,1452579000.0,-719211000.0,733368000.0,-512960000.0,-249829000.0,-140758000.0,-122373000.0,220408000.0,-72781000.0,-64271000.0,147627000.0,-113345135.4520958,147627000.0,-26118000.0,121509000,118022468.97815126,121509000,121509000
227,ACLS,2019,2019-12-31,342958000.0,-198806000.0,144152000.0,-119947000.0,-66016000.0,-53931000.0,-434363725.33045274,24205000.0,-3283000.0,-2200000.0,20922000.0,-113345135.4520958,20922000.0,-3888000.0,17034000,118022468.97815126,17034000,17034000
228,ACLS,2020,2020-12-31,474560000.0,-275976000.0,198584000.0,-140543000.0,-78710000.0,-61833000.0,-434363725.33045274,58041000.0,-2155000.0,-4473000.0,55886000.0,-113345135.4520958,55886000.0,-5904000.0,49982000,118022468.97815126,49982000,49982000
229,ACLS,2021,2021-12-31,662428000.0,-375983000.0,286445000.0,-159120000.0,-93689000.0,-65431000.0,-434363725.33045274,127325000.0,-6897000.0,-4626000.0,120428000.0,-113345135.4520958,120428000.0,-21778000.0,98650000,118022468.97815126,98650000,98650000
230,ACLS,2022,2022-12-31,919998000.0,-518208000.0,401790000.0,-189429000.0,-111073000.0,-78356000.0,-434363725.33045274,212361000.0,-7476000.0,-1025000.0,204885000.0,-113345135.4520958,204885000.0,-21806000.0,183079000,118022468.97815126,183079000,183079000
231,ACLS,2023,2023-12-31,1130604000.0,-639303000.0,491301000.0,-225506000.0,-128599000.0,-96907000.0,-434363725.33045274,265795000.0,12804000.0,12852000.0,278599000.0,-113345135.4520958,278599000.0,-32336000.0,246263000,118022468.97815126,246263000,246263000
241,ACMR,2019,2019-12-31,107524000.0,-56870000.0,50654000.0,-32863000.0,-19963000.0,-12900000.0,-434363725.33045274,17791000.0,1149000.0,-412000.0,18940000.0,-113345135.4520958,18940000.0,518000.0,19458000,118022468.97815126,18894000,18894000
242,ACMR,2020,2020-12-31,156624000.0,-87025000.0,69599000.0,-48107000.0,-28988000.0,-19119000.0,-434363725.33045274,21492000.0,-2807000.0,-85000.0,18685000.0,610000.0,19295000.0,2382000.0,21677000,118022468.97815126,18780000,18780000
243,ACMR,2021,2021-12-31,259751000.0,-144895000.0,114856000.0,-76154000.0,-41947000.0,-34207000.0,-434363725.33045274,38702000.0,3746000.0,-260000.0,42448000.0,607000.0,43055000.0,-134000.0,42921000,118022468.97815126,37757000,37757000
244,ACMR,2022,2022-12-31,388832000.0,-205217000.0,183615000.0,-124580000.0,-62354000.0,-62226000.0,-434363725.33045274,59035000.0,15066000.0,7085000.0,74101000.0,-6739000.0,67362000.0,-16798000.0,50564000,118022468.97815126,39263000,39263000
245,ACMR,2023,2023-12-31,557723000.0,-281508000.0,276215000.0,-180376000.0,-87667000.0,-92709000.0,-434363725.33045274,95839000.0,14067000.0,5673000.0,109906000.0,6310000.0,116216000.0,-19364000.0,96852000,118022468.97815126,77349000,77349000
251,ACOR,2019,2019-12-31,192408000.0,-34849000.0,157559000.0,-278565000.0,-192846000.0,-60083000.0,-25636000.0,-121006000.0,-17689000.0,-17702000.0,-138695000.0,-135553000.0,-274248000.0,1282000.0,-272966000,118022468.97815126,-272966000,-272966000
252,ACOR,2020,2020-12-31,152967000.0,-33513000.0,119454000.0,-206351000.0,-152576000.0,-23012000.0,-30763000.0,-86897000.0,-29591000.0,-29758000.0,-116488000.0,8821000.0,-107667000.0,8073000.0,-99594000,118022468.97815126,-99594000,-99594000
253,ACOR,2021,2021-12-31,129071000.0,-40787000.0,88284000.0,-165583000.0,-124399000.0,-10420000.0,-30764000.0,-77299000.0,-30036000.0,-30030000.0,-107335000.0,-1739000.0,-109074000.0,5120000.0,-103954000,118022468.97815126,-103954000,-103954000
254,ACOR,2022,2022-12-31,118566000.0,-30332000.0,88234000.0,-130270000.0,-106256000.0,-5804000.0,-30764000.0,-42036000.0,-27041000.0,-28291000.0,-69077000.0,33830000.0,-35247000.0,-30669000.0,-65916000,118022468.97815126,-65916000,-65916000
255,ACOR,2023,2023-12-31,117633000.0,-15283000.0,102350000.0,-125614000.0,-89698000.0,-5152000.0,-30764000.0,-23264000.0,-30952000.0,-31003000.0,-54216000.0,-241805000.0,-296021000.0,43167000.0,-252854000,118022468.97815126,-252854000,-252854000
258,ACRE,2019,2019-12-31,77259000.0,-5028782503.752925,2678659026.7719755,-32390000.0,-7214000.0,-1046124105.7772971,-434363725.33045274,44869000.0,-106720486.42745823,-118490421.49102229,44869000.0,-7363000.0,37506000.0,-515000.0,36991000,118022468.97815126,36991000,36991000
259,ACRE,2020,2020-12-31,82696000.0,-5028782503.752925,2678659026.7719755,-10025000.0,-7385000.0,-1046124105.7772971,-434363725.33045274,72671000.0,-18127000.0,-118490421.49102229,54544000.0,-32352000.0,22192000.0,-352000.0,21840000,118022468.97815126,21840000,21840000
260,ACRE,2021,2021-12-31,133631000.0,-5028782503.752925,2678659026.7719755,-28741000.0,-7757000.0,-1046124105.7772971,-434363725.33045274,123408000.0,-50080000.0,-50080000.0,73328000.0,-12146000.0,61182000.0,-722000.0,60460000,118022468.97815126,60460000,60460000
261,ACRE,2022,2022-12-31,170171000.0,-5028782503.752925,2678659026.7719755,-17830000.0,-10171000.0,-1046124105.7772971,-434363725.33045274,155013000.0,-65994000.0,-65994000.0,89019000.0,-58762000.0,30257000.0,-472000.0,29785000,118022468.97815126,29785000,29785000
262,ACRE,2023,2023-12-31,198608000.0,-5028782503.752925,2678659026.7719755,-16250000.0,-10678000.0,-1046124105.7772971,-434363725.33045274,186328000.0,-109652000.0,-109652000.0,76676000.0,-115582000.0,-38906000.0,39000.0,-38867000,118022468.97815126,-38867000,-38867000
265,ACRS,2019,2019-12-31,4227000.0,-4055000.0,172000.0,-91992000.0,-27827000.0,-64165000.0,-434363725.33045274,-91820000.0,-2484000.0,-118490421.49102229,-94304000.0,-19238000.0,-113542000.0,-150828726.78345707,-113542000,-47812000.0,-161354000,-161354000
266,ACRS,2020,2020-12-31,6482000.0,-5133000.0,1349000.0,-49868000.0,-20530000.0,-29338000.0,-434363725.33045274,-48519000.0,-424000.0,-118490421.49102229,-48943000.0,-2393000.0,-51336000.0,182000.0,-51154000,139000.0,-51015000,-51015000
267,ACRS,2021,2021-12-31,6761000.0,-4713000.0,2048000.0,-67432000.0,-23619000.0,-43813000.0,-434363725.33045274,-65384000.0,-1142000.0,-118490421.49102229,-66526000.0,-24339000.0,-90865000.0,-150828726.78345707,-90865000,118022468.97815126,-90865000,-90865000
268,ACRS,2022,2022-12-31,29752000.0,-4023000.0,25729000.0,-110883000.0,-25133000.0,-77813000.0,-434363725.33045274,-85154000.0,2946000.0,-118490421.49102229,-82208000.0,-4700000.0,-86908000.0,-150828726.78345707,-86908000,118022468.97815126,-86908000,-86908000
269,ACRS,2023,2023-12-31,31249000.0,-3423000.0,27826000.0,-145454000.0,-32412000.0,-98384000.0,-434363725.33045274,-117628000.0,8509000.0,-118490421.49102229,-109119000.0,20271000.0,-88848000.0,367000.0,-88481000,118022468.97815126,-88481000,-88481000
273,ACRX,2019,2019-12-31,2289000.0,-6806000.0,-4517000.0,-49688000.0,-45027000.0,-4661000.0,-434363725.33045274,-54205000.0,-2535000.0,-2535000.0,-56740000.0,3503000.0,-53237000.0,-3000.0,-53240000,118022468.97815126,-53240000,-53240000
274,ACRX,2020,2020-12-31,5416000.0,-6032000.0,-616000.0,-40347000.0,-36330000.0,-4017000.0,-434363725.33045274,-40963000.0,-2722000.0,-3305000.0,-43685000.0,3310000.0,-40375000.0,-4000.0,-40379000,118022468.97815126,-40379000,-40379000
275,ACRX,2021,2021-12-31,2818000.0,-3753000.0,-935000.0,-35030000.0,-30935000.0,-4095000.0,-434363725.33045274,-35965000.0,-2167000.0,-2291000.0,-38132000.0,3038000.0,-35094000.0,-5000.0,-35099000,118022468.97815126,-35099000,-35099000
276,ACRX,2022,2022-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-20352000.0,-17011000.0,-3341000.0,-434363725.33045274,-20352000.0,-750000.0,-1116000.0,-21102000.0,80240000.0,59138000.0,-13000.0,59125000,-11370000.0,47755000,42329000
277,ACRX,2023,2023-12-31,651000.0,-5028782503.752925,2678659026.7719755,-17540000.0,-11994000.0,-5546000.0,-434363725.33045274,-16889000.0,6602000.0,-134000.0,-10287000.0,-113345135.4520958,-10287000.0,-150828726.78345707,-10287000,-8110000.0,-18397000,-18397000
280,ACTG,2019,2019-12-31,11246000.0,-5028782503.752925,2678659026.7719755,-26270000.0,-16376000.0,-1046124105.7772971,-3194000.0,-15024000.0,3430000.0,3432000.0,-11594000.0,-7359000.0,-18953000.0,1824000.0,-17129000,118022468.97815126,-17115000,-17115000
281,ACTG,2020,2020-12-31,29782000.0,-24824000.0,4958000.0,-24476000.0,-24476000.0,-1046124105.7772971,-434363725.33045274,-19518000.0,-14203000.0,-9298000.0,-33721000.0,141793000.0,108072000.0,1159000.0,109231000,118022468.97815126,109231000,109231000
282,ACTG,2021,2021-12-31,88047000.0,-36098000.0,51949000.0,-37404000.0,-37204000.0,-200000.0,-434363725.33045274,14545000.0,-3980000.0,-7922000.0,10565000.0,164087000.0,174652000.0,-24287000.0,150365000,118022468.97815126,149197000,149197000
283,ACTG,2022,2022-12-31,59223000.0,-37388000.0,21835000.0,-61927000.0,-61301000.0,-626000.0,-434363725.33045274,-40092000.0,-4314000.0,-6432000.0,-44406000.0,-82744000.0,-127150000.0,16211000.0,-110939000,118022468.97815126,-125065000,-125065000
284,ACTG,2023,2023-12-31,125102000.0,-52829000.0,72273000.0,-51337000.0,-50602000.0,-735000.0,-434363725.33045274,20936000.0,13589000.0,-1930000.0,34525000.0,32901000.0,67426000.0,1504000.0,68930000,118022468.97815126,67060000,67060000
285,ACU,2019,2019-12-31,142457342.0,-90456484.0,52000858.0,-43571510.0,-43571510.0,-1046124105.7772971,-434363725.33045274,8429348.0,-1886184.0,-1788512.0,6543164.0,-113345135.4520958,6543164.0,-1029556.0,5513608,118022468.97815126,5513608,5513608
286,ACU,2020,2020-12-31,164003040.0,-104408326.0,59594714.0,-48182050.0,-48182050.0,-1046124105.7772971,-434363725.33045274,11412664.0,-1585936.0,-919709.0,9826728.0,-113345135.4520958,9826728.0,-1727962.0,8098766,118022468.97815126,8098766,8098766
287,ACU,2021,2021-12-31,182087559.0,-117287202.0,64800357.0,-52030370.0,-52030370.0,-1046124105.7772971,-434363725.33045274,12769987.0,-1103100.0,-908223.0,11666887.0,3508047.0,15174934.0,-1519255.0,13655679,118022468.97815126,13655679,13655679
288,ACU,2022,2022-12-31,193962357.0,-130403572.0,63558785.0,-57285483.0,-57285483.0,-1046124105.7772971,-434363725.33045274,6273302.0,-2610857.0,-2364461.0,3662445.0,-113345135.4520958,3662445.0,-627679.0,3034766,118022468.97815126,3034766,3034766
289,ACU,2023,2023-12-31,191500947.0,-119290712.0,72210235.0,-59021618.0,-59021618.0,-1046124105.7772971,-434363725.33045274,13188617.0,-3018166.0,-2977164.0,10170451.0,12564153.0,22734604.0,-4941444.0,17793160,118022468.97815126,17793160,17793160
295,ADAP,2019,2019-12-31,1122000.0,-5028782503.752925,2678659026.7719755,-140892000.0,-43391000.0,-97501000.0,-434363725.33045274,-139770000.0,2847000.0,2772000.0,-136923000.0,-113345135.4520958,-136923000.0,-242000.0,-137165000,118022468.97815126,-137165000,-137165000
296,ADAP,2020,2020-12-31,3958000.0,-5028782503.752925,2678659026.7719755,-137363000.0,-45795000.0,-91568000.0,-434363725.33045274,-133405000.0,3475000.0,2313000.0,-129930000.0,-113345135.4520958,-129930000.0,-162000.0,-130092000,118022468.97815126,-130092000,-130092000
297,ADAP,2021,2021-12-31,6149000.0,-5028782503.752925,2678659026.7719755,-168395000.0,-57305000.0,-111090000.0,-434363725.33045274,-162246000.0,4947000.0,1095000.0,-157299000.0,-113345135.4520958,-157299000.0,-791000.0,-158090000,118022468.97815126,-158090000,-158090000
298,ADAP,2022,2022-12-31,27148000.0,-5028782503.752925,2678659026.7719755,-191113000.0,-63387000.0,-127726000.0,-434363725.33045274,-163965000.0,1006000.0,1542000.0,-162959000.0,-113345135.4520958,-162959000.0,-2497000.0,-165456000,118022468.97815126,-165456000,-165456000
299,ADAP,2023,2023-12-31,60281000.0,-5028782503.752925,2678659026.7719755,-200022000.0,-73513000.0,-126509000.0,-434363725.33045274,-139741000.0,5157000.0,5964000.0,-134584000.0,22049000.0,-112535000.0,-1336000.0,-113871000,118022468.97815126,-113871000,-113871000
306,ADCT,2019,2019-12-31,2340000.0,-5028782503.752925,2678659026.7719755,-121739000.0,-14202000.0,-107537000.0,-434363725.33045274,-119399000.0,3497000.0,2097000.0,-115902000.0,-113345135.4520958,-115902000.0,-582000.0,-116484000,118022468.97815126,-116484000,-116484000
307,ADCT,2020,2020-12-31,7007066424.473572,-5028782503.752925,2678659026.7719755,-219263000.0,-77231000.0,-142032000.0,-434363725.33045274,-219263000.0,-26700000.0,-4094000.0,-245963000.0,-113345135.4520958,-245963000.0,-327000.0,-246290000,118022468.97815126,-246290000,-246290000
